id,case_id,status,ai_recommendation,reason,created_at
APP-fa0b0da9,CASE-2706,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T06:16:04.115460
APP-13cf31cb,CASE-2707,PENDING,Recommend RETRY delay 30m. Amount ₹681.23 exceeds threshold.,Policy requires human sign-off for high value or medium risk cases.,2026-08-27T03:16:04.115460
APP-28abd1fc,CASE-2708,PENDING,Recommend RETRY delay 30m. Amount ₹681.23 exceeds threshold.,Policy requires human sign-off for high value or medium risk cases.,2026-08-26T20:16:04.115460
APP-42dacacb,CASE-2710,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T04:16:04.115460
APP-1ab52854,CASE-2711,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T18:16:04.115460
APP-6d0e0890,CASE-2712,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T00:16:04.115460
APP-54eb2498,CASE-2713,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T09:16:04.115460
APP-98e98a44,CASE-2715,PENDING,"Recommend RETRY delay 30m. Amount ₹1,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T04:16:04.115460
APP-d25ba796,CASE-2716,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T05:16:04.115460
APP-405ea385,CASE-2717,PENDING,"Recommend RETRY delay 30m. Amount ₹1,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T01:16:04.115460
APP-95eab698,CASE-2719,PENDING,Recommend RETRY delay 30m. Amount ₹681.23 exceeds threshold.,Policy requires human sign-off for high value or medium risk cases.,2026-08-28T03:16:04.115460
APP-d379c49f,CASE-2720,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T18:16:04.115460
APP-19b99c63,CASE-2721,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T14:16:04.115460
APP-62a51579,CASE-2722,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T02:16:04.115460
APP-e59fd9f4,CASE-2723,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T13:16:04.115460
APP-10e053d9,CASE-2724,PENDING,"Recommend RETRY delay 30m. Amount ₹1,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T03:16:04.115460
APP-b0090d25,CASE-2725,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T17:16:04.115460
APP-d0971747,CASE-2726,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T20:16:04.115460
APP-d1c47448,CASE-2727,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T19:16:04.115460
APP-2d3c7ca7,CASE-2728,PENDING,Recommend RETRY delay 30m. Amount ₹681.23 exceeds threshold.,Policy requires human sign-off for high value or medium risk cases.,2026-08-26T17:16:04.115460
APP-7eeca172,CASE-2730,PENDING,"Recommend RETRY delay 30m. Amount ₹1,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T12:16:04.115460
APP-4b57b894,CASE-2731,PENDING,Recommend RETRY delay 30m. Amount ₹681.23 exceeds threshold.,Policy requires human sign-off for high value or medium risk cases.,2026-08-28T06:16:04.115460
APP-a35b2b1a,CASE-2732,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T00:16:04.115460
APP-a22d7d14,CASE-2733,PENDING,Recommend RETRY delay 30m. Amount ₹681.23 exceeds threshold.,Policy requires human sign-off for high value or medium risk cases.,2026-08-26T18:16:04.115460
APP-dafbd161,CASE-2734,PENDING,"Recommend RETRY delay 30m. Amount ₹1,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T22:16:04.115460
APP-010bcad9,CASE-2735,PENDING,"Recommend RETRY delay 30m. Amount ₹1,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T16:16:04.115460
APP-4c48fadd,CASE-2736,PENDING,"Recommend RETRY delay 30m. Amount ₹1,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T08:16:04.115460
APP-adde68c9,CASE-2737,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T02:16:04.115460
APP-ca65499a,CASE-2738,PENDING,Recommend RETRY delay 30m. Amount ₹681.23 exceeds threshold.,Policy requires human sign-off for high value or medium risk cases.,2026-08-27T15:16:04.115460
APP-9552de13,CASE-2739,PENDING,Recommend RETRY delay 30m. Amount ₹681.23 exceeds threshold.,Policy requires human sign-off for high value or medium risk cases.,2026-08-28T08:16:04.125265
APP-65d03060,CASE-2740,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T05:16:04.125265
APP-539793d5,CASE-2741,PENDING,Recommend RETRY delay 30m. Amount ₹681.23 exceeds threshold.,Policy requires human sign-off for high value or medium risk cases.,2026-08-26T21:16:04.125265
APP-1a981706,CASE-2742,PENDING,Recommend RETRY delay 30m. Amount ₹681.23 exceeds threshold.,Policy requires human sign-off for high value or medium risk cases.,2026-08-28T08:16:04.125265
APP-65459bd1,CASE-2743,PENDING,Recommend RETRY delay 30m. Amount ₹681.23 exceeds threshold.,Policy requires human sign-off for high value or medium risk cases.,2026-08-27T05:16:04.125265
APP-27cbeda6,CASE-2745,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T12:16:04.125265
APP-a609fa76,CASE-2746,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T08:16:04.125265
APP-5b35bd50,CASE-2747,PENDING,"Recommend RETRY delay 30m. Amount ₹1,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T00:16:04.125265
APP-19121482,CASE-2748,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T20:16:04.125265
APP-0d0771fb,CASE-2749,PENDING,Recommend RETRY delay 30m. Amount ₹681.23 exceeds threshold.,Policy requires human sign-off for high value or medium risk cases.,2026-08-27T07:16:04.126426
APP-f5e227f5,CASE-2751,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T12:16:04.126426
APP-08838ff8,CASE-2753,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T00:16:04.126426
APP-1c3f9bbe,CASE-2755,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T10:16:04.126426
APP-15ffb8f8,CASE-2756,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T05:16:04.126426
APP-14b117b1,CASE-2759,PENDING,"Recommend RETRY delay 30m. Amount ₹1,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T10:16:04.126426
APP-6d6ca305,CASE-2761,PENDING,Recommend RETRY delay 30m. Amount ₹681.23 exceeds threshold.,Policy requires human sign-off for high value or medium risk cases.,2026-08-28T02:16:04.126426
APP-48599d19,CASE-2762,PENDING,Recommend RETRY delay 30m. Amount ₹681.23 exceeds threshold.,Policy requires human sign-off for high value or medium risk cases.,2026-08-26T21:16:04.126426
APP-ccd93df9,CASE-2763,PENDING,"Recommend RETRY delay 30m. Amount ₹1,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T13:16:04.126426
APP-5ce6ddce,CASE-2764,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T23:16:04.128436
APP-ca1bb698,CASE-2765,PENDING,Recommend RETRY delay 30m. Amount ₹681.23 exceeds threshold.,Policy requires human sign-off for high value or medium risk cases.,2026-08-28T05:16:04.128436
APP-0b837ed5,CASE-2766,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T13:16:04.128436
APP-8e8eb7c2,CASE-2767,PENDING,"Recommend RETRY delay 30m. Amount ₹1,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T06:16:04.128436
APP-acdf27ee,CASE-2768,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T12:16:04.128436
APP-4c0d7e7e,CASE-2769,PENDING,Recommend RETRY delay 30m. Amount ₹681.23 exceeds threshold.,Policy requires human sign-off for high value or medium risk cases.,2026-08-26T16:16:04.128436
APP-e8df063d,CASE-2770,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T20:16:04.128436
APP-adbe50c4,CASE-2771,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T01:16:04.128436
APP-4bf80b81,CASE-2772,PENDING,Recommend RETRY delay 30m. Amount ₹681.23 exceeds threshold.,Policy requires human sign-off for high value or medium risk cases.,2026-08-28T07:16:04.128436
APP-a9010973,CASE-2773,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T21:16:04.128436
APP-625fd8dc,CASE-2774,PENDING,"Recommend RETRY delay 30m. Amount ₹1,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T13:16:04.128436
APP-542857fb,CASE-2775,PENDING,"Recommend RETRY delay 30m. Amount ₹1,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T00:16:04.128436
APP-d8c948a0,CASE-2776,PENDING,Recommend RETRY delay 30m. Amount ₹681.23 exceeds threshold.,Policy requires human sign-off for high value or medium risk cases.,2026-08-28T02:16:04.128436
APP-cebb007c,CASE-2777,PENDING,Recommend RETRY delay 30m. Amount ₹681.23 exceeds threshold.,Policy requires human sign-off for high value or medium risk cases.,2026-08-27T09:16:04.128436
APP-f20e3421,CASE-2778,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T13:16:04.128436
APP-3446eb98,CASE-2779,PENDING,Recommend RETRY delay 30m. Amount ₹681.23 exceeds threshold.,Policy requires human sign-off for high value or medium risk cases.,2026-08-27T05:16:04.128436
APP-16a95afc,CASE-2780,PENDING,Recommend RETRY delay 30m. Amount ₹681.23 exceeds threshold.,Policy requires human sign-off for high value or medium risk cases.,2026-08-26T23:16:04.128436
APP-8cfa99e9,CASE-2781,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T05:16:04.130466
APP-6e4a18f9,CASE-2782,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T10:16:04.130466
APP-d4caf6b5,CASE-2783,PENDING,"Recommend RETRY delay 30m. Amount ₹1,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T23:16:04.130466
APP-ad7cb5f0,CASE-2784,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T21:16:04.130466
APP-e4fe6562,CASE-2785,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T07:16:04.130466
APP-cd67d093,CASE-2787,PENDING,"Recommend RETRY delay 30m. Amount ₹1,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T04:16:04.130466
APP-a9f2f32a,CASE-2788,PENDING,Recommend RETRY delay 30m. Amount ₹681.23 exceeds threshold.,Policy requires human sign-off for high value or medium risk cases.,2026-08-27T15:16:04.130466
APP-2072aa46,CASE-2789,PENDING,"Recommend RETRY delay 30m. Amount ₹1,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T01:16:04.130466
APP-1c37816a,CASE-2790,PENDING,"Recommend RETRY delay 30m. Amount ₹1,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T23:16:04.131474
APP-14270674,CASE-2791,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T09:16:04.131474
APP-02460b75,CASE-2792,PENDING,"Recommend RETRY delay 30m. Amount ₹1,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T22:16:04.131474
APP-85bd99f7,CASE-2793,PENDING,"Recommend RETRY delay 30m. Amount ₹1,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T10:16:04.131474
APP-af641964,CASE-2794,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T03:16:04.131474
APP-ff6d3044,CASE-2795,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T21:16:04.131474
APP-4c10edf8,CASE-2796,PENDING,Recommend RETRY delay 30m. Amount ₹681.23 exceeds threshold.,Policy requires human sign-off for high value or medium risk cases.,2026-08-28T04:16:04.131474
APP-dc93d8ab,CASE-2797,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T06:16:04.131474
APP-02bd09f8,CASE-2798,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T07:16:04.131474
APP-f05bc248,CASE-2800,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T16:16:04.131474
APP-272f186c,CASE-2801,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T19:16:04.131474
APP-c3e79cbd,CASE-2803,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T07:16:04.131474
APP-ff8fa2d5,CASE-2804,PENDING,Recommend RETRY delay 30m. Amount ₹681.23 exceeds threshold.,Policy requires human sign-off for high value or medium risk cases.,2026-08-27T01:16:04.131474
APP-f60ca9bf,CASE-2805,PENDING,Recommend RETRY delay 30m. Amount ₹681.23 exceeds threshold.,Policy requires human sign-off for high value or medium risk cases.,2026-08-27T21:16:04.131474
APP-6d9289db,CASE-2807,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T09:16:04.131474
APP-8255d168,CASE-2808,PENDING,Recommend RETRY delay 30m. Amount ₹681.23 exceeds threshold.,Policy requires human sign-off for high value or medium risk cases.,2026-08-27T04:16:04.131474
APP-6c2c418e,CASE-2809,PENDING,Recommend RETRY delay 30m. Amount ₹681.23 exceeds threshold.,Policy requires human sign-off for high value or medium risk cases.,2026-08-26T21:16:04.131474
APP-262dcfdd,CASE-2811,PENDING,Recommend RETRY delay 30m. Amount ₹681.23 exceeds threshold.,Policy requires human sign-off for high value or medium risk cases.,2026-08-28T06:16:04.131474
APP-772f8fe6,CASE-2812,PENDING,"Recommend RETRY delay 30m. Amount ₹1,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T03:16:04.131474
APP-20079b5e,CASE-2813,PENDING,"Recommend RETRY delay 30m. Amount ₹1,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T17:16:04.131474
APP-765f3266,CASE-2814,PENDING,"Recommend RETRY delay 30m. Amount ₹1,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T13:16:04.131474
APP-28fc305c,CASE-2815,PENDING,Recommend RETRY delay 30m. Amount ₹681.23 exceeds threshold.,Policy requires human sign-off for high value or medium risk cases.,2026-08-27T22:16:04.131474
APP-fc021c83,CASE-2816,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T19:16:04.131474
APP-fc3a06b1,CASE-2817,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T17:16:04.131474
APP-52a352b7,CASE-2818,PENDING,"Recommend RETRY delay 30m. Amount ₹1,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T06:16:04.131474
APP-bbc68b05,CASE-2819,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T18:16:04.131474
APP-398ea0be,CASE-2820,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T01:16:04.135327
APP-9ee59c7d,CASE-2821,PENDING,"Recommend RETRY delay 30m. Amount ₹1,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T16:16:04.135327
APP-bc5a40e7,CASE-2822,PENDING,"Recommend RETRY delay 30m. Amount ₹1,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T23:16:04.135327
APP-09466369,CASE-2824,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T11:16:04.135327
APP-98fa8bdc,CASE-2825,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T03:16:04.135327
APP-2758d76b,CASE-2827,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T14:16:04.135327
APP-63b24ff5,CASE-2828,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T04:16:04.135327
APP-0ac465f6,CASE-2829,PENDING,Recommend RETRY delay 30m. Amount ₹681.23 exceeds threshold.,Policy requires human sign-off for high value or medium risk cases.,2026-08-27T22:16:04.135327
APP-8b9f353c,CASE-2830,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T22:16:04.135327
APP-71841875,CASE-2831,PENDING,"Recommend RETRY delay 30m. Amount ₹1,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T00:16:04.135327
APP-ecc74dde,CASE-2832,PENDING,Recommend RETRY delay 30m. Amount ₹681.23 exceeds threshold.,Policy requires human sign-off for high value or medium risk cases.,2026-08-26T18:16:04.135327
APP-96fab6e9,CASE-2833,PENDING,Recommend RETRY delay 30m. Amount ₹681.23 exceeds threshold.,Policy requires human sign-off for high value or medium risk cases.,2026-08-27T16:16:04.135327
APP-33b03dda,CASE-2835,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T18:16:04.135327
APP-ed4a165e,CASE-2836,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T07:16:04.135327
APP-3fbd8eb4,CASE-2839,PENDING,Recommend RETRY delay 30m. Amount ₹681.23 exceeds threshold.,Policy requires human sign-off for high value or medium risk cases.,2026-08-27T03:16:04.135327
APP-f156614a,CASE-2840,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T10:16:04.135327
APP-da007d26,CASE-2841,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T00:16:04.135327
APP-24904958,CASE-2842,PENDING,"Recommend RETRY delay 30m. Amount ₹1,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T01:16:04.135327
APP-a9dfea1a,CASE-2843,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T01:16:04.135327
APP-e47b630a,CASE-2844,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T20:16:04.135327
APP-a6bf6a13,CASE-2846,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T19:16:04.135327
APP-6f2be8a2,CASE-2847,PENDING,"Recommend RETRY delay 30m. Amount ₹1,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T08:16:04.135327
APP-807f36c5,CASE-2848,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T20:16:04.135327
APP-c0270f32,CASE-2849,PENDING,"Recommend ESCALATE delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T14:16:04.135327
APP-71356750,CASE-2850,PENDING,"Recommend ESCALATE delay 30m. Amount ₹3,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T16:16:04.135327
APP-db4e1e96,CASE-2851,PENDING,"Recommend ESCALATE delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T09:16:04.135327
APP-985246b1,CASE-2852,PENDING,"Recommend ESCALATE delay 30m. Amount ₹6,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T18:16:04.135327
APP-bb68d49a,CASE-2853,PENDING,"Recommend ESCALATE delay 30m. Amount ₹6,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T01:16:04.135327
APP-47784fbc,CASE-2854,PENDING,"Recommend ESCALATE delay 30m. Amount ₹3,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T17:16:04.140441
APP-34caeb1c,CASE-2855,PENDING,"Recommend ESCALATE delay 30m. Amount ₹6,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T23:16:04.140441
APP-95474e0b,CASE-2856,PENDING,"Recommend ESCALATE delay 30m. Amount ₹6,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T18:16:04.140441
APP-e4770b09,CASE-2857,PENDING,"Recommend ESCALATE delay 30m. Amount ₹6,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T06:16:04.140441
APP-e26373fc,CASE-2858,PENDING,"Recommend ESCALATE delay 30m. Amount ₹4,482.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T01:16:04.140441
APP-c9eb59f1,CASE-2859,PENDING,"Recommend ESCALATE delay 30m. Amount ₹3,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T04:16:04.140441
APP-24cc2ac9,CASE-2860,PENDING,"Recommend ESCALATE delay 30m. Amount ₹3,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T13:16:04.140441
APP-e5546516,CASE-2861,PENDING,"Recommend ESCALATE delay 30m. Amount ₹4,482.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T15:16:04.140441
APP-42529644,CASE-2862,PENDING,"Recommend ESCALATE delay 30m. Amount ₹6,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T16:16:04.140441
APP-10a18f80,CASE-2863,PENDING,"Recommend ESCALATE delay 30m. Amount ₹4,482.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T23:16:04.140441
APP-23bb0d82,CASE-2864,PENDING,"Recommend ESCALATE delay 30m. Amount ₹4,482.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T11:16:04.140441
APP-d96a60e3,CASE-2865,PENDING,"Recommend ESCALATE delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T10:16:04.140441
APP-8991a2cb,CASE-2866,PENDING,"Recommend ESCALATE delay 30m. Amount ₹3,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T08:16:04.140441
APP-36df3805,CASE-2867,PENDING,"Recommend ESCALATE delay 30m. Amount ₹6,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T22:16:04.140441
APP-9a5be5a0,CASE-2868,PENDING,"Recommend ESCALATE delay 30m. Amount ₹4,482.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T14:16:04.140441
APP-aa7353ad,CASE-2869,PENDING,"Recommend ESCALATE delay 30m. Amount ₹3,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T14:16:04.140441
APP-a9282317,CASE-2870,PENDING,"Recommend ESCALATE delay 30m. Amount ₹6,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T00:16:04.140441
APP-6de77142,CASE-2871,PENDING,"Recommend ESCALATE delay 30m. Amount ₹3,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T23:16:04.140441
APP-754b8d0d,CASE-2872,PENDING,"Recommend ESCALATE delay 30m. Amount ₹4,482.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T06:16:04.140441
APP-e55bc32f,CASE-2873,PENDING,"Recommend ESCALATE delay 30m. Amount ₹4,482.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T23:16:04.140441
